Класс;Остался жив;Имя;Пол;Возрастная группа (лет);Возраст (лет);Братья, Сестры, Супруги на борту;Родители, дети на борту;Стоимость проезда ($);Категория стоимости ($);Порт посадки;Лодка;Пункт следования
3;yes;Thorneycroft, Mrs. Percival (Florence Kate White);female;unknown;;1;0;16,1;;Southampton;10;
3;no;Tikkanen, Mr. Juho;male;30 - 39;32;0;0;7,925;;Southampton;;
3;no;Tobin, Mr. Roger;male;unknown;;0;0;7,75;;Queenstown;;
3;no;Todoroff, Mr. Lalio;male;unknown;;0;0;7,8958;;Southampton;;
3;no;Tomlin, Mr. Ernest Portage;male;30 - 39;30,5;0;0;8,05;;Southampton;;
3;no;Torber, Mr. Ernst William;male;40 - 49;44;0;0;8,05;;Southampton;;
3;no;Torfa, Mr. Assad;male;unknown;;0;0;7,2292;;Cherbourg;;
3;yes;Tornquist, Mr. William Henry;male;20 - 29;25;0;0;0;;Southampton;15;
3;no;Toufik, Mr. Nakli;male;unknown;;0;0;7,2292;;Cherbourg;;
3;yes;Touma, Master. Georges Youssef;male;0 - 9;7;1;1;15,2458;;Cherbourg;C;
3;yes;Touma, Miss. Maria Youssef;female;0 - 9;9;1;1;15,2458;;Cherbourg;C;
3;yes;Touma, Mrs. Darwis (Hanne Youssef Razi);female;20 - 29;29;0;2;15,2458;;Cherbourg;C;
3;no;Turcin, Mr. Stjepan;male;30 - 39;36;0;0;7,8958;;Southampton;;
3;yes;Turja, Miss. Anna Sofia;female;10 - 19;18;0;0;9,8417;;Southampton;15;
3;yes;Turkula, Mrs. (Hedwig);female;60 - 69;63;0;0;9,5875;;Southampton;15;
3;no;van Billiard, Master. James William;male;unknown;;1;1;14,5;;Southampton;;
3;no;van Billiard, Master. Walter John;male;10 - 19;11,5;1;1;14,5;;Southampton;;
3;no;van Billiard, Mr. Austin Blyler;male;40 - 49;40,5;0;2;14,5;;Southampton;;
3;no;Van Impe, Miss. Catharina;female;10 - 19;10;0;2;24,15;;Southampton;;
3;no;Van Impe, Mr. Jean Baptiste;male;30 - 39;36;1;1;24,15;;Southampton;;
3;no;Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert);female;30 - 39;30;1;1;24,15;;Southampton;;
3;no;van Melkebeke, Mr. Philemon;male;unknown;;0;0;9,5;;Southampton;;
3;no;Vande Velde, Mr. Johannes Joseph;male;30 - 39;33;0;0;9,5;;Southampton;;
3;no;Vande Walle, Mr. Nestor Cyriel;male;20 - 29;28;0;0;9,5;;Southampton;;
3;no;Vanden Steen, Mr. Leo Peter;male;20 - 29;28;0;0;9,5;;Southampton;;
3;no;Vander Cruyssen, Mr. Victor;male;40 - 49;47;0;0;9;;Southampton;;
3;no;Vander Planke, Miss. Augusta Maria;female;10 - 19;18;2;0;18;;Southampton;;
3;no;Vander Planke, Mr. Julius;male;30 - 39;31;3;0;18;;Southampton;;
3;no;Vander Planke, Mr. Leo Edmondus;male;10 - 19;16;2;0;18;;Southampton;;
3;no;Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele);female;30 - 39;31;1;0;18;;Southampton;;
3;yes;Vartanian, Mr. David;male;20 - 29;22;0;0;7,225;;Cherbourg;13 15;
3;no;Vendel, Mr. Olof Edvin;male;20 - 29;20;0;0;7,8542;;Southampton;;
3;no;Vestrom, Miss. Hulda Amanda Adolfina;female;10 - 19;14;0;0;7,8542;;Southampton;;
3;no;Vovk, Mr. Janko;male;20 - 29;22;0;0;7,8958;;Southampton;;
3;no;Waelens, Mr. Achille;male;20 - 29;22;0;0;9;;Southampton;;Antwerp, Belgium / Stanton, OH
3;no;Ware, Mr. Frederick;male;unknown;;0;0;8,05;;Southampton;;
3;no;Warren, Mr. Charles William;male;unknown;;0;0;7,55;;Southampton;;
3;no;Webber, Mr. James;male;unknown;;0;0;8,05;;Southampton;;
3;no;Wenzel, Mr. Linhart;male;30 - 39;32,5;0;0;9,5;;Southampton;;
3;yes;Whabee, Mrs. George Joseph (Shawneene Abi-Saab);female;30 - 39;38;0;0;7,2292;;Cherbourg;C;
3;no;Widegren, Mr. Carl/Charles Peter;male;50 - 59;51;0;0;7,75;;Southampton;;
3;no;Wiklund, Mr. Jakob Alfred;male;10 - 19;18;1;0;6,4958;;Southampton;;
3;no;Wiklund, Mr. Karl Johan;male;20 - 29;21;1;0;6,4958;;Southampton;;
3;yes;Wilkes, Mrs. James (Ellen Needs);female;40 - 49;47;1;0;7;;Southampton;;
3;no;"Willer, Mr. Aaron (""Abi Weller"")";male;unknown;;0;0;8,7125;;Southampton;;
3;no;Willey, Mr. Edward;male;unknown;;0;0;7,55;;Southampton;;
3;no;"Williams, Mr. Howard Hugh ""Harry""";male;unknown;;0;0;8,05;;Southampton;;
3;no;Williams, Mr. Leslie;male;20 - 29;28,5;0;0;16,1;;Southampton;;
3;no;Windelov, Mr. Einar;male;20 - 29;21;0;0;7,25;;Southampton;;
3;no;Wirz, Mr. Albert;male;20 - 29;27;0;0;8,6625;;Southampton;;
3;no;Wiseman, Mr. Phillippe;male;unknown;;0;0;7,25;;Southampton;;
3;no;Wittevrongel, Mr. Camille;male;30 - 39;36;0;0;9,5;;Southampton;;
3;no;Yasbeck, Mr. Antoni;male;20 - 29;27;1;0;14,4542;;Cherbourg;C;
3;yes;Yasbeck, Mrs. Antoni (Selini Alexander);female;10 - 19;15;1;0;14,4542;;Cherbourg;;
3;no;Youseff, Mr. Gerious;male;40 - 49;45,5;0;0;7,225;;Cherbourg;;
3;no;Yousif, Mr. Wazli;male;unknown;;0;0;7,225;;Cherbourg;;
3;no;Yousseff, Mr. Gerious;male;unknown;;0;0;14,4583;;Cherbourg;;
3;no;Zabour, Miss. Hileni;female;10 - 19;14,5;1;0;14,4542;;Cherbourg;;
3;no;Zabour, Miss. Thamine;female;unknown;;1;0;14,4542;;Cherbourg;;
3;no;Zakarian, Mr. Mapriededer;male;20 - 29;26,5;0;0;7,225;;Cherbourg;;
3;no;Zakarian, Mr. Ortin;male;20 - 29;27;0;0;7,225;;Cherbourg;;
3;no;Zimmerman, Mr. Leo;male;20 - 29;29;0;0;7,875;;Southampton;;
